PlayerName,Position,Age,Season,LeftClub,JoinedClub,MarketValue,Fee,Loan_Index,Injury_Index,Performance_Index,Role_In_Prev_Club_Index,Delta_Club_Rank,Transfer_Success
youssouf sabaly,Full-Back,27.0,21/22,g. bordeaux,real betis,6500000.0,0.0,0.0,0.0,24.85402406,73.42707275,0,1
koni de winter,Centre-Back,21.0,24/25,juventus,genoa,12000000.0,11000000.0,0.2557,0.373206894,24.81515388,61.69225277,-3,0
zeki celik,Full-Back,24.0,22/23,lille,roma,18000000.0,7400000.0,0.0,0.0,24.66163568,69.51912778,1,1
ryan sessegnon,Full-Back,24.0,24/25,tottenham,fulham,10000000.0,0.0,0.0,0.0,24.5994031,48.85651174,-2,0
sergio gomez,Full-Back,23.0,24/25,man city,real sociedad,10000000.0,8700000.0,0.0,0.0,24.5994031,48.85651174,-2,0
ruben aguilar,Full-Back,25.0,19/20,montpellier,monaco,8000000.0,8000000.0,0.0,0.0,24.52318447,63.69977755,1,1
emerson,Full-Back,22.0,22/23,chelsea,west ham,14000000.0,15400000.0,0.3214,0.072947368,24.36050403,35.91884501,-2,1
dominik kohr,Centre-Back,28.0,22/23,frankfurt,mainz,5000000.0,1500000.0,0.0,0.0,24.35151854,45.55489732,0,1
moussa niakhate,Centre-Back,28.0,24/25,nott'm forest,lyon,16000000.0,31900000.0,0.0,0.0,24.27032613,40.11204789,4,1
clement vidal,Centre-Back,21.0,22/23,montpellier,ajaccio,1500000.0,0.0,0.0,0.0,24.17572766,31.44909357,-2,0
alex ferrari,Centre-Back,23.0,19/20,bologna,sampdoria,1500000.0,3600000.0,0.0,0.0,24.11380688,44.30950308,0,0
amir rrahmani,Centre-Back,25.0,19/20,hellas verona,napoli,6000000.0,15300000.0,0.0,0.0,24.11380688,44.30950308,3,1
caio henrique,Full-Back,22.0,20/21,atlético,monaco,1200000.0,8000000.0,0.0,0.0,24.05889634,42.33862056,-1,0
david raum,Full-Back,22.0,21/22,greuther fürth,hoffenheim,5000000.0,0.0,0.0,0.0,23.80302449,29.65019985,2,1
craig dawson,Centre-Back,31.0,22/23,west ham,wolves,2500000.0,3750000.0,0.4205,0.0,23.77106701,72.61142998,-1,0
eliaquim mangala,Centre-Back,28.0,19/20,man city,valencia,10000000.0,0.0,0.735423333,0.0,23.71126727,48.33652816,-2,0
malick thiaw,Centre-Back,20.0,22/23,fc schalke 04,ac milan,6000000.0,12800000.0,0.0,0.0,23.68622546,30.19918318,2,1
sergi gomez,Centre-Back,29.0,21/22,sevilla fc,espanyol,3000000.0,1000000.0,0.0,0.0,23.55191641,42.16716106,-1,0
alessandro tripaldelli,Full-Back,20.0,20/21,sassuolo,cagliari,450000.0,3000000.0,0.0,0.0,23.54387912,43.96912144,-1,0
bram nuytinck,Centre-Back,31.0,22/23,udinese,sampdoria,2000000.0,0.0,0.0,0.0,23.42980426,54.82108038,0,0
eric garcia,Centre-Back,20.0,21/22,man city,barcelona,20000000.0,0.0,0.735423333,0.0,23.42446118,32.82423715,0,0
sergio escudero,Full-Back,31.0,21/22,sevilla fc,granada,2500000.0,0.0,0.0,0.0,23.11922826,40.53042281,-2,0
riccardo marchizza,Full-Back,24.0,23/24,sassuolo,frosinone,1000000.0,1300000.0,0.4367,0.300929825,23.117624,11.53159586,-2,0
ashley young,Full-Back,37.0,23/24,aston villa,everton,600000.0,0.0,0.0,0.0,23.10893438,57.20484442,0,1
jean-kevin duverne,Centre-Back,26.0,23/24,brest,nantes,4000000.0,0.0,0.0,0.0,23.07523491,69.42300827,1,0
mert cetin,Centre-Back,23.0,21/22,roma,hellas verona,2800000.0,7800000.0,1.830573333,0.0,22.99839965,44.92807868,-3,0
pervis estupinan,Full-Back,23.0,22/23,villarreal,brighton,20000000.0,17800000.0,0.0,0.0,22.97321962,49.99038805,-1,1
angelino,Full-Back,23.0,21/22,man city,leipzig,35000000.0,18000000.0,0.0,0.0,22.95550054,55.28245407,0,1
konstantinos manolas,Centre-Back,28.0,19/20,roma,napoli,45000000.0,36000000.0,0.735423333,0.0,22.87133969,58.59995057,0,1
sepp van den berg,Centre-Back,21.0,24/25,liverpool,brentford,12000000.0,23600000.0,0.4343,0.246316464,22.75100863,72.4823552,-4,1
wesley fofana,Centre-Back,18.0,20/21,saint-étienne,leicester,10000000.0,35000000.0,0.0,0.0,22.72386528,28.58045204,0,1
bruno gonzalez,Centre-Back,29.0,20/21,levante,real valladolid,1200000.0,0.0,0.0,0.0,22.64543355,13.87141955,-1,0
jeison murillo,Centre-Back,26.0,19/20,valencia,sampdoria,8000000.0,13300000.0,0.0,0.0,22.63023913,51.83210667,0,0
marco sala,Full-Back,20.0,19/20,inter,sassuolo,300000.0,3000000.0,0.0,0.0,22.42591286,41.11102287,-2,0
issiaga sylla,Full-Back,27.0,22/23,toulouse,montpellier,2000000.0,0.0,0.0,0.0,22.39306913,45.1704399,1,0
ola aina,Full-Back,25.0,23/24,torino,nott'm forest,3500000.0,0.0,0.0,0.0,22.331893,30.05245379,-2,1
massadio haidara,Full-Back,30.0,24/25,lens,brest,2000000.0,0.0,0.0,0.0,22.25603107,27.08922638,1,0
felipe,Centre-Back,32.0,22/23,atlético,nott'm forest,3000000.0,2300000.0,0.0,0.0,22.22509644,46.66190646,-4,1
andoni gorosabel,Full-Back,25.0,23/24,real sociedad,alavés,9000000.0,1500000.0,0.0,0.0,22.20355163,50.56985143,-1,1
alberto almici,Full-Back,25.0,19/20,atalanta,hellas verona,500000.0,500000.0,2.461111111,8.281077578,22.11919787,44.30950308,-2,0
sead kolasinac,Centre-Back,29.0,23/24,marseille,atalanta,8000000.0,0.0,0.0,0.0,22.1095929,64.33416637,-1,1
nordi mukiele,Full-Back,23.0,22/23,leipzig,paris sg,20000000.0,12000000.0,0.0,0.0,21.92625917,53.53307885,0,1
christian mawissa,Centre-Back,18.0,24/25,toulouse,monaco,9000000.0,16000000.0,0.0,0.0,21.9066926,30.85711147,2,1
rafa marin,Centre-Back,21.0,24/25,real madrid,napoli,7500000.0,12000000.0,0.3584,0.109942105,21.80437751,67.2864087,0,0
matteo darmian,Full-Back,29.0,19/20,man utd,parma,10000000.0,2480000.0,0.0,0.0,21.7314932,48.33652816,-3,0
woyo coulibaly,Full-Back,24.0,24/25,parma,leicester,2000000.0,3000000.0,0.0,0.0,21.69097871,51.62167358,1,0
fode ballo-toure,Full-Back,23.0,21/22,monaco,ac milan,6500000.0,5400000.0,0.0,0.0,21.60998484,33.29580095,1,0
ilario monterisi,Centre-Back,20.0,23/24,lecce,frosinone,300000.0,500000.0,0.0,0.0,21.56059117,30.34825225,0,0
kyle walker-peters,Full-Back,22.0,20/21,tottenham,southampton,8000000.0,13300000.0,0.267,0.232736842,21.40576112,23.84587922,-2,1
julian araujo,Full-Back,21.0,24/25,barcelona,bournemouth,8000000.0,10000000.0,0.0,0.0,21.35186194,44.87957598,-3,1
alberto dossena,Centre-Back,24.0,24/25,cagliari,como,5000000.0,8500000.0,0.0,0.0,21.32578653,76.75555433,-1,1
giulian biancone,Centre-Back,21.0,22/23,troyes,nott'm forest,4000000.0,10000000.0,0.0,0.0,21.28956636,65.39697361,0,1
hugo novoa,Full-Back,21.0,24/25,leipzig,alavés,2500000.0,1500000.0,0.0,0.0,21.24254226,29.79168002,-3,0
tom rothe,Full-Back,18.0,24/25,dortmund,union berlin,8000000.0,5000000.0,0.0,0.0,21.24254226,29.79168002,-4,0
eric da silva moreira,Full-Back,18.0,24/25,st. pauli,nott'm forest,1000000.0,1500000.0,0.0,0.0,21.24254226,29.79168002,0,0
jonathan clauss,Full-Back,28.0,22/23,lens,marseille,15000000.0,7500000.0,0.0,0.0,21.16942747,79.96594623,4,0
giorgio altare,Centre-Back,21.0,21/22,genoa,cagliari,175000.0,1000000.0,0.0,0.0,21.15614019,32.57314599,0,0
petko hristov,Centre-Back,21.0,21/22,fiorentina,spezia,450000.0,0.0,0.0,0.0,21.15614019,32.57314599,-2,0
federico ceccherini,Centre-Back,28.0,21/22,fiorentina,hellas verona,3500000.0,3000000.0,0.3352,0.119888421,21.04755871,55.65869332,-1,0
enric franquesa,Full-Back,23.0,21/22,villarreal,levante,800000.0,375000.0,0.0,0.0,20.97791438,41.02921118,-2,0
junior firpo,Full-Back,23.0,21/22,barcelona,leeds united,8000000.0,15000000.0,0.0,0.0,20.97791438,41.02921118,-4,1
miguel llambrich,Full-Back,24.0,21/22,villarreal,espanyol,1600000.0,500000.0,0.0,0.0,20.97791438,41.02921118,-1,0
akim zedadka,Full-Back,26.0,22/23,clermont foot,lille,4000000.0,0.0,0.0,0.0,20.82013731,85.05478813,3,0
issa diop,Centre-Back,24.0,22/23,west ham,fulham,10000000.0,17800000.0,0.0,0.0,20.75097185,24.08205861,-1,1
marcos llorente,Full-Back,24.0,19/20,real madrid,atlético,20000000.0,30000000.0,0.0,0.0,20.70452945,51.83210667,0,1
salva ruiz,Full-Back,24.0,19/20,rcd mallorca,valencia,400000.0,0.0,0.0,0.0,20.70452945,51.83210667,1,0
leonardo spinazzola,Full-Back,25.0,19/20,juventus,roma,15000000.0,29500000.0,0.4144,0.455492049,20.65774538,15.78282482,0,1
lorenzo pirola,Centre-Back,20.0,23/24,inter,salernitana,8000000.0,5000000.0,0.414,0.306586323,20.65277181,52.44830143,-4,1
marc cucurella,Full-Back,21.0,21/22,getafe,brighton,20000000.0,18000000.0,0.0,0.0,20.63441894,25.65035152,0,1
fran garcia,Full-Back,23.0,23/24,rayo vallecano,real madrid,12000000.0,5000000.0,0.0,0.0,20.62024607,85.99950567,3,1
diego rico,Full-Back,30.0,24/25,real sociedad,getafe,1500000.0,1500000.0,0.2955,0.165861322,20.56598644,67.39351331,0,0
keven schlotterbeck,Centre-Back,26.0,24/25,freiburg,augsburg,6000000.0,2500000.0,0.5893,0.094959649,20.54148518,56.82860517,0,0
sergi palencia,Full-Back,22.0,19/20,barcelona,saint-étienne,6000000.0,2000000.0,0.3385,0.151926316,20.36690628,51.84686788,-2,0
lucas digne,Full-Back,27.0,21/22,everton,aston villa,30000000.0,30000000.0,0.0,0.0,20.36087722,66.89918436,0,1
nico schulz,Full-Back,25.0,19/20,hoffenheim,dortmund,25000000.0,25500000.0,0.0,0.0,20.33260837,65.00974927,2,0
ryan giles,Full-Back,22.0,23/24,wolves,luton town,9000000.0,5850000.0,0.7338,0.0,20.31572064,99.89289539,-1,1
davide bettella,Centre-Back,22.0,22/23,atalanta,monza,2000000.0,5000000.0,0.0,0.0,20.23277029,30.17128287,-3,0
jakub kiwior,Centre-Back,22.0,22/23,spezia,arsenal,8000000.0,19500000.0,0.0,0.0,20.23277029,30.17128287,4,1
daniele ghilardi,Centre-Back,19.0,22/23,fiorentina,hellas verona,250000.0,2050000.0,0.0,0.0,20.23277029,30.17128287,-1,0
german pezzella,Centre-Back,29.0,21/22,fiorentina,real betis,7500000.0,3250000.0,0.0,0.0,20.19633464,70.10957625,0,1
emerson royal,Full-Back,22.0,21/22,real betis,barcelona,25000000.0,14000000.0,0.0,0.0,20.16008051,75.68176201,2,0
teden mengi,Centre-Back,21.0,23/24,man utd,luton town,2000000.0,0.0,0.735423333,0.0,20.02450302,33.24015909,-4,0
valentino lazaro,Full-Back,22.0,19/20,hertha bsc,inter,17000000.0,22400000.0,0.3653,0.241694823,19.92319079,68.91769423,2,0
scott mckenna,Centre-Back,26.0,24/25,nott'm forest,ud las palmas,9000000.0,0.0,0.0,0.0,19.89650807,7.343531156,0,1
matt targett,Full-Back,25.0,22/23,aston villa,newcastle,17000000.0,17500000.0,0.0,0.0,19.8869176,72.95471398,0,0
enock kwateng,Full-Back,21.0,19/20,nantes,g. bordeaux,4000000.0,0.0,0.0,0.0,19.87827131,58.51481614,0,0
matt doherty,Full-Back,27.0,20/21,wolves,tottenham,16000000.0,16800000.0,0.0,0.0,19.72935878,76.05800126,2,1
joakim maehle,Full-Back,26.0,23/24,atalanta,wolfsburg,14000000.0,12500000.0,0.0,0.0,19.64703208,65.4079587,-1,1
timothy fosu-mensah,Full-Back,22.0,20/21,man utd,leverkusen,4000000.0,1700000.0,0.0,0.0,19.27171749,45.11341595,0,0
simone romagnoli,Centre-Back,32.0,23/24,lecce,frosinone,750000.0,100000.0,0.0,0.0,19.18402192,6.538873479,0,0
robin gosens,Full-Back,27.0,22/23,atalanta,inter,28000000.0,27400000.0,0.125,0.699538947,19.10787145,19.71273996,1,1
ozan kabak,Centre-Back,21.0,22/23,fc schalke 04,hoffenheim,10000000.0,7000000.0,0.0,0.0,19.06593035,21.1078461,0,1
nicolas cozza,Full-Back,22.0,22/23,montpellier,wolfsburg,5000000.0,500000.0,0.0,0.0,18.97462371,72.84760937,0,0
christopher lenz,Full-Back,25.0,21/22,union berlin,frankfurt,5000000.0,0.0,0.0,0.0,18.9665027,57.65523302,2,1
johan mojica,Full-Back,30.0,24/25,villarreal,rcd mallorca,2200000.0,1500000.0,0.0,0.0,18.81518449,58.51481614,-2,0
martin caceres,Centre-Back,33.0,21/22,cagliari,levante,900000.0,0.0,0.0,0.0,18.78817722,59.92090737,0,0
christophe herelle,Centre-Back,29.0,23/24,brest,fc mtz,2000000.0,0.0,0.0,0.0,18.61273951,28.95669129,-1,0
timothy castagne,Full-Back,23.0,20/21,atalanta,leicester,18000000.0,20900000.0,0.0,0.0,18.60940928,51.39647928,-1,1
ben johnson,Full-Back,23.0,24/25,west ham,ipswich town,8000000.0,0.0,0.0,0.0,18.60514626,19.72372504,-2,1
dan burn,Centre-Back,28.0,21/22,brighton,newcastle,3500000.0,15000000.0,0.0,0.0,18.5771824,55.17534946,0,1
abner,Full-Back,23.0,24/25,real betis,lyon,7000000.0,8000000.0,0.0,0.0,18.53780698,41.78727378,2,1
stephan lichtsteiner,Full-Back,34.0,19/20,arsenal,augsburg,1500000.0,0.0,0.0,0.0,18.51768093,24.91967155,-2,0
jeremy toljan,Full-Back,25.0,21/22,dortmund,sassuolo,5000000.0,3500000.0,0.3726,0.214705263,18.43652326,46.54381677,-2,0
leonardo sernicola,Full-Back,24.0,22/23,sassuolo,cremonese,1500000.0,0.0,0.5195,0.0,18.42680435,72.00999643,-2,0
benjamin henrichs,Full-Back,23.0,21/22,monaco,leipzig,12000000.0,15000000.0,0.0,0.0,18.37592341,18.53184302,1,1
cedric hountondji,Centre-Back,27.0,22/23,clermont foot,angers,3000000.0,2000000.0,0.0,0.0,18.32115336,50.0535523,1,0
aaron martin,Full-Back,25.0,23/24,mainz,genoa,7000000.0,0.0,0.0,0.0,18.20868442,53.53307885,-1,0
koffi djidji,Centre-Back,25.0,19/20,nantes,torino,5000000.0,3000000.0,0.2386,0.309366316,17.93429704,36.77258122,0,0
erick cabaco,Centre-Back,23.0,19/20,levante,getafe,2000000.0,8000000.0,0.3766,0.227160574,17.85240676,42.35575207,1,0
matt doherty,Full-Back,29.0,22/23,tottenham,atlético,12000000.0,0.0,0.0,0.0,17.78928297,25.28492571,1,0
diego godin,Centre-Back,32.0,19/20,atlético,inter,20000000.0,0.0,0.0,0.0,17.75882025,64.65548019,0,1
daley sinkgraven,Full-Back,27.0,23/24,leverkusen,ud las palmas,2500000.0,0.0,0.0,0.0,17.73619471,14.74198775,-4,0
juan cabal,Full-Back,23.0,24/25,hellas verona,juventus,3500000.0,12800000.0,0.0,0.0,17.66532487,41.77628869,3,0
edoardo goldaniga,Centre-Back,26.0,21/22,sassuolo,cagliari,1500000.0,1100000.0,0.3795,0.080936842,17.54837867,50.07552248,-1,0
konstantinos stafylidis,Full-Back,27.0,22/23,hoffenheim,vfl bochum,1800000.0,250000.0,0.0,0.0,17.4039268,42.74297641,-2,0
alberto moreno,Full-Back,31.0,24/25,villarreal,como,1800000.0,0.0,0.0,0.0,17.40089411,47.6176091,-3,1
robin gosens,Full-Back,28.0,23/24,inter,union berlin,15000000.0,13000000.0,0.1989,0.498869187,17.04513735,49.68005932,-4,0
alessandro buongiorno,Centre-Back,24.0,24/25,torino,napoli,35000000.0,35000000.0,0.3312,0.170905263,17.00277749,63.69977755,2,1
merih demiral,Centre-Back,23.0,22/23,juventus,atalanta,25000000.0,21000000.0,0.1534,0.315584366,16.93198354,54.47779639,-1,1
rayan ait-nouri,Full-Back,19.0,21/22,angers,wolves,18000000.0,11100000.0,0.233,0.337113046,16.92607881,45.45903935,0,1
nehuen perez,Centre-Back,21.0,22/23,atlético,udinese,6000000.0,8000000.0,0.0,0.0,16.92130255,41.9904979,-2,1
samuel umtiti,Centre-Back,28.0,23/24,barcelona,lille,4000000.0,0.0,0.3977,0.433251781,16.85983835,53.50012358,-1,0
wilfried singo,Full-Back,21.0,23/24,torino,monaco,12000000.0,9100000.0,0.0,0.0,16.61366838,59.70669816,1,1
mohammed salisu,Centre-Back,20.0,20/21,real valladolid,southampton,12000000.0,12000000.0,0.0,0.0,16.56851822,68.68151484,1,0
hans hateboer,Full-Back,29.0,24/25,atalanta,rennes jugend,3500000.0,2700000.0,0.0,0.0,16.37329868,38.00840359,0,0
luca pellegrini,Full-Back,19.0,19/20,roma,juventus,5000000.0,22800000.0,0.233,0.512232281,16.30292834,29.42905006,0,0
armel bella-kotchap,Centre-Back,20.0,22/23,vfl bochum,southampton,10000000.0,12000000.0,0.0,0.0,16.25506849,45.31897949,1,1
theo hernandez,Full-Back,20.0,19/20,real madrid,ac milan,15000000.0,22800000.0,0.0,0.0,16.10400549,50.53689616,0,1
ruben vezo,Centre-Back,24.0,19/20,valencia,levante,6000000.0,5000000.0,0.3255,0.205968421,16.09296863,38.79109109,-1,1
craig dawson,Centre-Back,30.0,21/22,watford,west ham,3000000.0,2300000.0,0.0,0.0,16.07715832,47.44459396,2,0
junior firpo,Full-Back,21.0,19/20,real betis,barcelona,25000000.0,20000000.0,0.0,0.0,16.03259206,49.9464477,2,0
matt doherty,Full-Back,30.0,23/24,atlético,wolves,5000000.0,0.0,0.0,0.0,15.94223445,21.61316014,-3,0
ryan bertrand,Full-Back,30.0,21/22,southampton,leicester,8000000.0,0.0,0.0,0.0,15.8636038,64.6444951,1,1
ola aina,Full-Back,21.0,19/20,chelsea,torino,10000000.0,9800000.0,0.2914,0.209730364,15.66580845,60.04998215,-2,1
matt targett,Full-Back,22.0,19/20,southampton,aston villa,7000000.0,15500000.0,0.2557,0.195217544,15.41504417,30.609947,1,1
matteo lovato,Centre-Back,20.0,21/22,hellas verona,atalanta,7000000.0,7200000.0,0.0,0.0,15.35506809,42.74297641,2,1
guillermo maripan,Centre-Back,24.0,19/20,alavés,monaco,15000000.0,18000000.0,0.0,0.0,15.31354825,49.69928322,2,1
ronael pierre-gabriel,Full-Back,24.0,23/24,mainz,nantes,3500000.0,0.0,0.0,0.0,15.25961951,33.86427924,0,0
achraf hakimi,Full-Back,21.0,21/22,inter,paris sg,60000000.0,68000000.0,0.0,0.0,15.22944788,75.00617911,0,1
juan miranda,Full-Back,20.0,21/22,barcelona,real betis,7000000.0,0.0,0.0,0.0,15.17391195,43.90190317,-2,1
ainsley maitland-niles,Full-Back,24.0,23/24,arsenal,lyon,8000000.0,0.0,0.3101,0.096742105,15.07255394,40.59539176,0,1
nicolo casale,Centre-Back,23.0,22/23,hellas verona,lazio,7500000.0,8000000.0,0.4811,0.053147368,15.05804914,72.75148985,2,1
toni lato,Full-Back,24.0,23/24,valencia,rcd mallorca,2500000.0,0.0,0.0,0.0,15.03534562,36.60231236,-1,0
alex moreno,Full-Back,28.0,22/23,real betis,aston villa,20000000.0,13500000.0,0.0,0.0,14.9647988,63.23840387,0,1
sebastien de maio,Centre-Back,31.0,19/20,bologna,udinese,1000000.0,1500000.0,0.3068,0.0,14.95234629,44.01999286,0,0
javi sanchez,Centre-Back,22.0,20/21,real madrid,real valladolid,1200000.0,3000000.0,0.0,0.0,14.87232429,11.98198446,-4,0
sead kolasinac,Centre-Back,27.0,21/22,arsenal,marseille,3000000.0,0.0,0.0,0.0,14.87008065,37.24493999,0,1
bouna sarr,Full-Back,27.0,20/21,marseille,bayern munich,9000000.0,8000000.0,0.0,0.0,14.55738271,56.47433609,0,1
isak hien,Centre-Back,23.0,23/24,hellas verona,atalanta,9000000.0,8860000.0,0.0,0.0,14.42491297,68.33823085,2,1
lucas hernandez,Full-Back,22.0,19/20,atlético,bayern munich,70000000.0,80000000.0,0.0,0.0,14.22539604,27.28146541,0,1
samuel iling-junior,Full-Back,19.0,24/25,juventus,aston villa,13000000.0,14000000.0,0.0,0.0,13.97426512,35.18523604,-2,1
manu sanchez,Full-Back,21.0,23/24,atlético,celta vigo,10000000.0,0.0,0.0,0.0,13.90784249,60.7695054,-2,1
jerome roussillon,Full-Back,28.0,22/23,wolfsburg,union berlin,3000000.0,3100000.0,0.0,0.0,13.50457016,50.20459726,-2,1
hector bellerin,Full-Back,26.0,22/23,arsenal,barcelona,20000000.0,0.0,0.25,0.0,13.49156588,49.34501414,0,1
cristian ansaldi,Full-Back,31.0,19/20,inter,torino,5000000.0,2500000.0,0.3068,0.538650967,13.4369607,48.29319199,-2,1
cedric soares,Full-Back,27.0,20/21,southampton,arsenal,8000000.0,0.0,0.1721,0.576544737,13.41637321,41.41103452,3,0
arkadiusz reca,Full-Back,26.0,22/23,atalanta,spezia,3000000.0,3900000.0,0.5179,0.420596491,13.33510081,49.01271524,-3,0
valentin gendrey,Full-Back,23.0,24/25,lecce,hoffenheim,7000000.0,8500000.0,0.0,0.0,13.15365007,79.96594623,2,1
romain perraud,Full-Back,25.0,24/25,southampton,real betis,5000000.0,3500000.0,0.0,0.0,13.10451441,23.43943097,1,1
raul carnero,Full-Back,30.0,20/21,getafe,real valladolid,800000.0,200000.0,0.0,0.0,13.03890599,31.43657485,-2,0
giuseppe pezzella,Full-Back,21.0,20/21,udinese,parma,3500000.0,5750000.0,0.3837,0.129208772,13.00868486,36.82750666,-1,1
pol lirola,Full-Back,22.0,21/22,fiorentina,marseille,9000000.0,13000000.0,0.3117,0.034268421,12.8379552,59.82478785,2,1
ridle baku,Full-Back,21.0,20/21,mainz,wolfsburg,7000000.0,10000000.0,0.0,0.0,12.6018984,62.52986571,0,1
ridle baku,Full-Back,25.0,24/25,wolfsburg,leipzig,7000000.0,4500000.0,0.0,0.0,11.9466223,61.73619312,2,1
luca netz,Full-Back,17.0,21/22,hertha bsc,mönchengladbach,5000000.0,2000000.0,0.0,0.0,11.90987362,13.07774696,0,0
giangiacomo magnani,Centre-Back,24.0,21/22,sassuolo,hellas verona,5000000.0,4000000.0,0.4386,0.462340746,11.90801441,45.58811414,-1,0
danny da costa,Centre-Back,28.0,22/23,frankfurt,mainz,2300000.0,0.0,0.0,0.0,11.90731836,18.62796254,0,1
leandro cabrera,Centre-Back,27.0,19/20,getafe,espanyol,10000000.0,9000000.0,0.3864,0.215898246,11.88201242,70.70002472,0,1
aaron wan-bissaka,Full-Back,25.0,24/25,man utd,west ham,20000000.0,17600000.0,0.0,0.0,11.71224506,45.55515887,-2,0
javi lopez,Full-Back,21.0,24/25,alavés,real sociedad,7500000.0,6500000.0,0.0,0.0,11.04252138,65.38598852,1,1
cristian romero,Centre-Back,20.0,19/20,genoa,juventus,15000000.0,31500000.0,0.0,0.0,10.97892553,58.83612995,3,0
junior sambia,Full-Back,24.0,22/23,montpellier,salernitana,4500000.0,0.0,0.0,0.0,10.95898405,51.78370362,-2,0
igor julio,Centre-Back,28.0,23/24,fiorentina,brighton,10000000.0,16500000.0,0.0,0.0,10.89866039,40.92769066,0,1
pol lirola,Full-Back,21.0,20/21,sassuolo,fiorentina,10000000.0,11000000.0,0.1778,0.066521053,10.82362534,72.38623569,0,1
nadir zortea,Full-Back,24.0,24/25,atalanta,cagliari,3000000.0,5100000.0,0.5058,0.223452632,10.69810529,37.0197457,-2,1
jonjoe kenny,Full-Back,24.0,22/23,everton,hertha bsc,4000000.0,0.0,0.3271,0.141088529,10.4852713,27.17436081,0,0
julian ryerson,Full-Back,23.0,22/23,union berlin,dortmund,7500000.0,5000000.0,0.0,0.0,10.12845959,48.10095296,4,1
pasquale mazzocchi,Full-Back,27.0,23/24,salernitana,napoli,4000000.0,3000000.0,0.0,0.0,9.986827181,53.87636284,4,1
andoni gorosabel,Full-Back,26.0,24/25,alavés,bilbao athletic,5000000.0,0.0,0.0,0.0,9.700960636,76.29418065,1,0
mathias olivera,Full-Back,23.0,22/23,getafe,napoli,15000000.0,16500000.0,0.3312,0.243259649,9.627828675,70.81811441,2,1
xabi etxeita,Centre-Back,30.0,19/20,bilbao athletic,getafe,2000000.0,0.0,0.0,0.0,9.561427319,67.97297668,0,0
patrick dorgu,Full-Back,18.0,24/25,lecce,man utd,20000000.0,30000000.0,0.0,0.0,9.334897706,54.63982644,4,1
brian olivan,Full-Back,27.0,22/23,rcd mallorca,espanyol,2500000.0,0.0,0.0,0.0,9.294908926,58.02048719,1,0
ben godfrey,Centre-Back,25.0,24/25,everton,atalanta,10000000.0,12500000.0,0.0,0.0,9.223376595,28.47334743,1,1
aaron wan-bissaka,Full-Back,20.0,19/20,crystal palace,man utd,35000000.0,55000000.0,0.0,0.0,9.17461434,78.76307912,2,0
ashley young,Full-Back,35.0,21/22,inter,aston villa,1000000.0,0.0,0.0,0.0,8.938138447,45.59909922,-2,1
filippo terracciano,Full-Back,19.0,23/24,hellas verona,ac milan,3500000.0,4500000.0,0.0,0.0,8.59421607,30.53579765,3,1
mohamed fares,Full-Back,22.0,19/20,hellas verona,spal,6000000.0,3500000.0,0.0,0.0,8.48076839,76.40128526,-1,0
nahuel molina,Full-Back,23.0,22/23,udinese,atlético,20000000.0,20000000.0,0.0,0.0,8.403769014,72.26814599,2,1
auston trusty,Centre-Back,23.0,23/24,arsenal,sheffield utd,10000000.0,5800000.0,0.4481,0.0,8.213875242,100.0,-4,1
manuel lazzari,Full-Back,24.0,19/20,spal,lazio,18000000.0,15000000.0,0.0,0.0,7.844682451,72.4823552,3,1
anderson lucoqui,Full-Back,23.0,21/22,arm. bielefeld,mainz,1000000.0,0.0,0.0,0.0,7.620304538,42.00148299,2,0
dimitri foulquier,Full-Back,27.0,21/22,granada,valencia,3500000.0,2500000.0,0.3864,0.221042105,6.983543746,69.04676901,1,0
adrian marin,Full-Back,22.0,20/21,alavés,granada,1000000.0,0.0,0.0,0.0,6.327667088,21.47310027,0,0
pablo maffeo,Full-Back,24.0,22/23,stuttgart,rcd mallorca,5000000.0,3000000.0,0.0,0.0,6.294423982,76.28319556,-1,1
lorenzo de silvestri,Full-Back,31.0,20/21,torino,bologna,2500000.0,0.0,0.0,0.0,6.025461401,59.92090737,0,0
aaron hickey,Full-Back,19.0,22/23,bologna,brentford,18000000.0,14250000.0,0.0,0.0,5.705140301,75.82182188,-2,1
bruno gonzalez,Centre-Back,28.0,19/20,getafe,levante,1500000.0,0.0,0.0,0.0,5.538218805,45.68423365,-1,0
josh doig,Full-Back,20.0,23/24,hellas verona,sassuolo,7000000.0,6500000.0,0.0,0.0,5.305943632,39.8868536,1,1
ryan fredericks,Full-Back,28.0,22/23,west ham,bournemouth,1500000.0,0.0,0.0,0.0,4.797683855,8.310218878,-1,0
jordan zemura,Full-Back,22.0,23/24,bournemouth,udinese,6000000.0,0.0,0.0,0.0,4.508774145,37.72828385,1,0
marc cucurella,Full-Back,21.0,20/21,barcelona,getafe,18000000.0,11800000.0,0.3157,0.0,3.75019823,82.56391948,-2,1
marvin zeegelaar,Full-Back,27.0,19/20,watford,udinese,1500000.0,2000000.0,0.2614,0.0,3.542559339,22.77208689,2,0
yan valery,Full-Back,22.0,22/23,southampton,angers,2500000.0,2125000.0,0.3425,0.063824561,2.646177541,6.75308269,0,0
destiny udogie,Full-Back,18.0,22/23,udinese,tottenham,17000000.0,18000000.0,0.0,0.0,0.044457469,70.14253151,1,1
