PlayerName,Position,Age,Season,LeftClub,JoinedClub,MarketValue,Fee,Loan_Index,Injury_Index,Performance_Index,Role_In_Prev_Club_Index,Delta_Club_Rank,Transfer_Success
seko fofana,Central Midfield,25.0,20/21,udinese,lens,9500000.0,8500000.0,0.0,0.0,50.94602853497004,66.56005685856432,-2,1
mijat gacinovic,Attacking Midfield,25.0,20/21,frankfurt,hoffenheim,7000000.0,3000000.0,0.0,0.0,27.401632541637102,39.17910447761194,0,0
milan badelj,Defensive Midfield,30.0,20/21,lazio,genoa,2000000.0,1950000.0,0.3381,0.0760526315789473,51.65508015819999,45.45131485429994,-2,1
jean-victor makengo,Central Midfield,21.0,20/21,nice,udinese,3600000.0,3500000.0,0.3334,0.0,28.79320419452531,33.67093105899077,0,0
jeff hendrick,Central Midfield,28.0,20/21,burnley,newcastle,9000000.0,0.0,0.0,0.0,36.448641599507226,52.68301350390903,1,0
simone muratore,Central Midfield,22.0,20/21,juventus,atalanta,500000.0,7000000.0,0.0,0.0,25.64468235959081,4.371002132196163,-1,0
simone verdi,Attacking Midfield,27.0,20/21,napoli,torino,13000000.0,22000000.0,0.2614,0.35446117467582,45.86752004255394,65.2629708599858,-2,0
maxime gonalons,Defensive Midfield,30.0,20/21,roma,granada,2800000.0,4000000.0,0.3658,0.5436309029454369,40.27240627218311,40.76048329779673,-3,0
dale stephens,Central Midfield,31.0,20/21,brighton,burnley,4800000.0,1100000.0,0.0,0.0,65.24061959409082,71.60625444207535,-1,0
rolando mandragora,Defensive Midfield,22.0,20/21,udinese,juventus,12000000.0,15000000.0,0.0,0.0,57.77304318338759,56.680881307746986,2,0
henrikh mkhitaryan,Central Midfield,30.0,20/21,arsenal,roma,20000000.0,0.0,0.2131,0.376472867099255,51.23675256450563,44.70504619758351,0,1
borja valero,Central Midfield,34.0,20/21,inter,fiorentina,1200000.0,0.0,0.0,0.0,36.41700793230464,32.800284292821615,-2,0
sofiane boufal,Attacking Midfield,25.0,20/21,southampton,angers,8000000.0,0.0,0.1932,0.3902304798139929,19.150276425961884,31.751954513148544,0,1
dani parejo,Central Midfield,31.0,20/21,valencia,villarreal,20000000.0,2250000.0,0.0,0.0,43.85401463809271,49.71274579483536,1,1
harrison reed,Central Midfield,24.0,20/21,southampton,fulham,2400000.0,6500000.0,0.387,0.4582,45.889360752284944,53.545871425650624,0,0
stefano sensi,Central Midfield,23.0,20/21,sassuolo,inter,20000000.0,25000000.0,0.221,0.6543104958929116,34.702481267060804,21.60625444207534,2,1
steven zuber,Attacking Midfield,27.0,20/21,hoffenheim,frankfurt,4500000.0,3000000.0,0.0,0.0,39.40967003351313,40.36802204516266,0,0
baptiste santamaria,Defensive Midfield,24.0,20/21,angers,freiburg,7000000.0,10000000.0,0.0,0.0,65.39694702746864,65.2807391613362,1,1
jordan veretout,Central Midfield,26.0,20/21,fiorentina,roma,24000000.0,17500000.0,0.125,0.0,69.40693302863801,72.97441364605545,2,1
artur ionita,Central Midfield,29.0,20/21,cagliari,benevento,2500000.0,1500000.0,0.0,0.0,47.39786454703238,64.09026297086,-1,0
arturo vidal,Central Midfield,33.0,20/21,barcelona,inter,11000000.0,1000000.0,0.0,0.0,55.50369724510219,59.7903340440654,0,0
thiago alcantara,Central Midfield,29.0,20/21,bayern munich,liverpool,48000000.0,22000000.0,0.0,0.0,68.15462008164675,50.44420753375977,0,0
geoffrey kondogbia,Defensive Midfield,27.0,20/21,valencia,atlético,17500000.0,16000000.0,0.0,0.0,56.91979234676942,54.513148542999296,2,1
nicolo barella,Central Midfield,22.0,20/21,cagliari,inter,50000000.0,32500000.0,0.0597,0.2162368421052631,33.7940244222011,31.225157282371217,3,1
nicolo rovella,Defensive Midfield,18.0,20/21,genoa,juventus,4000000.0,26000000.0,0.0,0.0,23.898943623914256,1.2437810945273633,3,0
romain philippoteaux,Left Midfield,32.0,20/21,nîmes,brest,800000.0,500000.0,0.0,0.0,42.79754814018195,57.125088841506766,1,0
roque mesa,Central Midfield,30.0,20/21,sevilla fc,real valladolid,5500000.0,0.0,0.0,0.0,52.618483679287046,59.754797441364616,-3,0
david silva,Attacking Midfield,34.0,20/21,man city,real sociedad,12000000.0,0.0,0.0,0.0,67.23281783341989,54.76190476190477,-2,1
giovani lo celso,Attacking Midfield,23.0,20/21,real betis,tottenham,40000000.0,32000000.0,0.0,0.0,51.15632086578131,51.35039090262973,1,0
thomas partey,Defensive Midfield,27.0,20/21,atlético,arsenal,40000000.0,50000000.0,0.0,0.0,74.31384808775925,74.23596304193319,0,1
arthur melo,Defensive Midfield,23.0,20/21,barcelona,juventus,56000000.0,80600000.0,0.0,0.0,50.78696412920347,38.66382373845062,0,0
tobias strobl,Defensive Midfield,29.0,20/21,mönchengladbach,augsburg,3500000.0,0.0,0.0,0.0,31.2352401867943,17.732764747690123,0,0
francesco cassata,Central Midfield,22.0,20/21,sassuolo,genoa,2500000.0,7000000.0,0.3062,0.3229480796586059,40.0540183982519,46.090973702914,-1,0
francis coquelin,Defensive Midfield,29.0,20/21,valencia,villarreal,14000000.0,7100000.0,0.0,0.0,47.513641422765545,54.69083155650321,1,0
giacomo bonaventura,Attacking Midfield,30.0,20/21,ac milan,fiorentina,7000000.0,0.0,0.0,0.0,40.475161996460805,50.426439232409386,-2,0
mario pasalic,Central Midfield,25.0,20/21,chelsea,atalanta,25000000.0,14500000.0,0.2725,0.0,64.85135036893496,72.49466950959489,-1,1
marko rog,Central Midfield,23.0,20/21,napoli,cagliari,13000000.0,15000000.0,0.2551,0.2103894736842105,63.44460200450276,65.0497512437811,-3,0
karol linetty,Central Midfield,25.0,20/21,sampdoria,torino,10000000.0,7500000.0,0.0,0.0,45.92142330656591,58.564321250888426,0,0
kevin volland,Attacking Midfield,27.0,20/21,leverkusen,monaco,28000000.0,11000000.0,0.0,0.0,40.7850385189192,40.36802204516266,-1,1
angel gomes,Attacking Midfield,19.0,20/21,man utd,lille,3600000.0,0.0,0.0,0.0,21.07160445792174,0.0,-1,1
vincent pajot,Defensive Midfield,28.0,20/21,angers,fc mtz,1600000.0,700000.0,0.0,0.0,29.66642906878,21.55294953802417,-1,0
allan,Defensive Midfield,22.0,20/21,napoli,everton,28000000.0,24600000.0,0.0,0.0,47.79628473977938,42.41293532338309,-2,0
manolo portanova,Attacking Midfield,20.0,20/21,juventus,genoa,1000000.0,12250000.0,0.0,0.0,31.622322201411063,31.225157282371217,-3,0
kevin n'doram,Defensive Midfield,23.0,20/21,monaco,fc mtz,2800000.0,4500000.0,0.0,0.0,43.27509605101775,43.94100923951671,-3,0
vlad chiriches,Defensive Midfield,29.0,20/21,napoli,sassuolo,5000000.0,9500000.0,0.3239,0.8973777777777777,50.73649678361049,46.87611051883441,-2,1
lucas paqueta,Attacking Midfield,21.0,20/21,ac milan,lyon,20000000.0,23000000.0,0.0,0.0,34.25047309392072,41.240227434257285,0,1
leonardo bittencourt,Central Midfield,25.0,20/21,hoffenheim,werder bremen,4800000.0,7000000.0,0.3646,0.1847012204424103,45.45969903905439,58.01350390902631,0,0
rafinha,Attacking Midfield,26.0,20/21,barcelona,paris sg,9500000.0,1500000.0,0.0,0.0,64.13143378754125,67.18194740582801,0,0
emmanuel badu,Central Midfield,28.0,20/21,udinese,hellas verona,850000.0,800000.0,0.4669,0.7348686131386862,47.67974452975982,46.87611051883441,-1,0
alfred duncan,Central Midfield,26.0,20/21,sassuolo,fiorentina,15000000.0,15000000.0,0.25,0.3336561403508771,45.61508014227704,52.20326936744848,0,1
alberto grassi,Defensive Midfield,24.0,20/21,napoli,parma,5500000.0,8450000.0,0.4422,0.5480400931529581,26.59944155542662,25.24875621890548,-3,0
adam lallana,Attacking Midfield,31.0,20/21,liverpool,brighton,9500000.0,0.0,0.0,0.0,26.008207667862845,20.45131485429993,-2,1
oscar rodriguez,Attacking Midfield,22.0,20/21,real madrid,sevilla fc,15000000.0,13500000.0,0.0,0.0,29.023569737566515,27.56814518954524,-1,0
adrien silva,Central Midfield,31.0,20/21,leicester,sampdoria,8000000.0,0.0,0.0,0.0,44.88656396690602,40.47619047619048,0,0
adrien tameze,Defensive Midfield,26.0,20/21,nice,hellas verona,4500000.0,3900000.0,0.1761,0.0,38.15043923927224,25.302061122956648,-1,0
abdoulaye toure,Defensive Midfield,26.0,21/22,nantes,genoa,4000000.0,3500000.0,0.0,0.0,45.79453679916462,55.152807391613365,-1,0
pierre lees-melou,Defensive Midfield,27.0,21/22,nice,norwich,7000000.0,3900000.0,0.0,0.0,59.31674534335017,60.3766879886283,-2,0
emiliano buendia,Attacking Midfield,24.0,21/22,norwich,aston villa,35000000.0,38400000.0,0.0,0.0,39.18013355108428,48.30231957097629,2,1
luka ilic,Attacking Midfield,20.0,21/22,man city,troyes,800000.0,150000.0,0.0,0.0,38.558284162359726,43.97654584221749,-4,0
yacine adli,Defensive Midfield,20.0,21/22,g. bordeaux,ac milan,9000000.0,9000000.0,0.0,0.0,69.72039791893936,72.49466950959489,2,0
xherdan shaqiri,Attacking Midfield,28.0,21/22,liverpool,lyon,12000000.0,6000000.0,0.0,0.0,30.070304173912973,21.748400852878465,0,0
will hughes,Central Midfield,25.0,21/22,watford,crystal palace,7000000.0,7000000.0,0.0,0.0,53.44675004992061,59.95024875621891,2,1
lazar samardzic,Attacking Midfield,19.0,21/22,leipzig,udinese,3000000.0,3000000.0,0.0,0.0,19.4273863885447,8.43994314143568,-2,0
lassana coulibaly,Central Midfield,24.0,21/22,angers,salernitana,2000000.0,0.0,0.0,0.0,43.82413790580908,55.152807391613365,-1,0
rani khedira,Defensive Midfield,26.0,21/22,augsburg,union berlin,5000000.0,0.0,0.0,0.0,38.01606946058918,54.63752665245204,-2,0
eduardo camavinga,Central Midfield,17.0,21/22,rennes jugend,real madrid,55000000.0,31000000.0,0.0,0.0,68.68269440894295,72.24591329068942,1,1
pape matar sarr,Central Midfield,17.0,21/22,fc mtz,tottenham,10000000.0,16900000.0,0.0,0.0,48.83220639714719,45.575692963752665,3,1
marcel sabitzer,Central Midfield,26.0,21/22,leipzig,bayern munich,42000000.0,15000000.0,0.0,0.0,58.72100044788413,57.49822316986496,0,0
toma basic,Central Midfield,23.0,21/22,g. bordeaux,lazio,9000000.0,7100000.0,0.0,0.0,52.54926502170902,73.79175550817342,1,0
tobias raschl,Central Midfield,21.0,21/22,dortmund,greuther fürth,600000.0,100000.0,0.0,0.0,26.40259776885048,32.15744306187613,-4,0
marco richter,Attacking Midfield,22.0,21/22,augsburg,hertha bsc,5000000.0,7100000.0,0.0,0.0,23.761722043303163,51.42146410803127,0,0
martin degaard,Attacking Midfield,21.0,21/22,real madrid,arsenal,40000000.0,35000000.0,0.3707,0.6268115170278639,37.26557821840133,37.54442075337598,0,1
mario lemina,Defensive Midfield,26.0,21/22,southampton,nice,10000000.0,5500000.0,0.4072,0.5169164912280702,45.492716496924245,54.21108742004265,1,0
antonin barak,Attacking Midfield,25.0,21/22,udinese,hellas verona,14000000.0,6000000.0,0.3602,0.1458210526315789,55.969315188723066,76.0305614783227,-1,0
denis zakaria,Defensive Midfield,23.0,21/22,mönchengladbach,juventus,27000000.0,11350000.0,0.0,0.0,39.69746856349401,46.783937455579256,2,1
dele alli,Attacking Midfield,24.0,21/22,tottenham,everton,25000000.0,0.0,0.0,0.0,26.503206838043223,23.80952380952381,-1,0
thomas delaney,Central Midfield,28.0,21/22,dortmund,sevilla fc,15000000.0,6000000.0,0.0,0.0,42.586934918311286,38.96588486140725,-1,1
davide zappacosta,Right Midfield,28.0,21/22,chelsea,atalanta,8000000.0,9000000.0,0.3062,0.4972390804597701,49.25567592604661,48.69254915896708,-1,1
georginio wijnaldum,Central Midfield,29.0,21/22,liverpool,paris sg,30000000.0,0.0,0.0,0.0,59.643348544315785,83.28002842928217,0,0
batista mendy,Defensive Midfield,21.0,21/22,nantes,angers,500000.0,0.0,0.0,0.0,33.12483849192289,33.33523091891445,-1,0
baptiste santamaria,Defensive Midfield,25.0,21/22,freiburg,rennes jugend,15000000.0,14000000.0,0.0,0.0,53.95492227588236,70.85998578535893,1,1
rodrigo de paul,Central Midfield,26.0,21/22,udinese,atlético,38000000.0,35000000.0,0.0,0.0,86.11981261845733,84.50604122245915,2,1
rodrigo bentancur,Central Midfield,23.0,21/22,juventus,tottenham,25000000.0,19000000.0,0.0,0.0,69.60212114685845,68.74555792466242,-1,1
nils seufert,Central Midfield,23.0,21/22,arm. bielefeld,greuther fürth,800000.0,0.0,0.0,0.0,22.884907845603657,17.572850035536604,0,0
daniele baselli,Central Midfield,28.0,21/22,torino,cagliari,1900000.0,0.0,0.0,0.0,28.345423966253463,20.700071073205404,-1,0
daniel wass,Central Midfield,31.0,21/22,valencia,atlético,6000000.0,2700000.0,0.0,0.0,61.9717390097781,80.20611229566454,2,0
joe willock,Central Midfield,20.0,21/22,arsenal,newcastle,16000000.0,29400000.0,0.0,0.0,30.97712143546844,39.16133617626156,-2,0
maxime lopez,Defensive Midfield,22.0,21/22,marseille,sassuolo,10000000.0,2500000.0,0.1847,0.0,59.62077286908568,64.2679459843639,-2,0
hakan calhanoglu,Defensive Midfield,26.0,21/22,ac milan,inter,35000000.0,0.0,0.0,0.0,66.47450486396703,72.72565742714998,0,1
brandon soppy,Right Midfield,18.0,21/22,rennes jugend,udinese,7000000.0,2000000.0,0.0,0.0,33.49706988116639,33.33523091891445,-1,1
boubakary soumare,Defensive Midfield,21.0,21/22,lille,leicester,28000000.0,20000000.0,0.0,0.0,60.138850899268064,61.95806680881309,-1,1
ibrahim amadou,Defensive Midfield,27.0,21/22,sevilla fc,fc mtz,2500000.0,0.0,0.0,0.0,38.903373582597766,46.71286425017768,-3,0
bruno guimaraes,Central Midfield,22.0,21/22,lyon,newcastle,30000000.0,42100000.0,0.0,0.0,63.58001411163094,60.90973702914003,-2,1
jean lucas,Central Midfield,22.0,21/22,lyon,monaco,4500000.0,11000000.0,0.0,0.0,39.38749922871664,42.23525230987918,-1,0
michael cuisance,Central Midfield,21.0,21/22,bayern munich,venezia,5000000.0,2300000.0,0.2396,0.2491591638671146,26.40259776885048,32.15744306187613,-4,0
carles alena,Central Midfield,22.0,21/22,barcelona,getafe,15000000.0,5000000.0,0.221,0.0,35.2727728859383,45.46908315565032,-2,0
moussa sissoko,Central Midfield,30.0,21/22,tottenham,watford,10000000.0,3500000.0,0.0,0.0,38.39087578347689,49.022743425728514,-3,1
ilaix moriba,Central Midfield,17.0,21/22,barcelona,leipzig,25000000.0,16600000.0,0.0,0.0,29.5131397228439,21.499644633972995,0,0
jakub jankto,Left Midfield,24.0,21/22,sampdoria,getafe,11000000.0,5160000.0,0.0,0.0,44.843953092143614,72.37029140014216,0,1
cem turkmen,Central Midfield,19.0,21/22,leverkusen,clermont foot,400000.0,0.0,0.0,0.0,26.40259776885048,32.15744306187613,-4,0
imran louza,Central Midfield,22.0,21/22,nantes,watford,12000000.0,10000000.0,0.0,0.0,59.037064749786296,69.49182658137883,-2,1
saif-eddine khaoui,Attacking Midfield,26.0,21/22,marseille,clermont foot,1800000.0,0.0,0.0,0.0,39.50903807920936,44.61781999095433,-4,0
ivan radovanovic,Defensive Midfield,32.0,21/22,genoa,salernitana,500000.0,0.0,0.0,0.0,46.54729817799224,67.50177683013506,-1,0
monchu,Central Midfield,21.0,21/22,barcelona,granada,4000000.0,750000.0,0.3011,0.0725333333333333,26.0200453363498,28.74786468659211,-3,0
enzo millot,Attacking Midfield,19.0,21/22,monaco,stuttgart,1000000.0,1750000.0,0.0,0.0,27.94651892212264,33.33523091891445,-1,1
lennart czyborra,Left Midfield,21.0,21/22,atalanta,genoa,3500000.0,5500000.0,0.2386,0.1915824561403508,31.854767529050022,32.15346080656625,-2,0
albin ekdal,Defensive Midfield,32.0,22/23,sampdoria,spezia,1000000.0,0.0,0.0,0.0,42.10417503275447,50.95948827292112,-2,0
luca valzania,Central Midfield,25.0,22/23,atalanta,cremonese,1200000.0,3000000.0,0.4192,0.0,43.880635966248526,53.21606254442077,-3,0
ajdin hrustic,Attacking Midfield,25.0,22/23,frankfurt,hellas verona,3000000.0,500000.0,0.0,0.0,33.76755938365749,38.059701492537314,-1,0
morgan gibbs-white,Attacking Midfield,21.0,22/23,wolves,nott'm forest,11000000.0,29500000.0,0.0,0.0,59.57147840531831,78.58919687277897,-1,1
morten thorsby,Central Midfield,25.0,22/23,sampdoria,union berlin,7000000.0,3000000.0,0.0,0.0,44.87049555361077,79.7085998578536,-2,0
sasa lukic,Central Midfield,24.0,22/23,torino,fulham,13000000.0,9800000.0,0.2301,0.0835315789473684,67.69411501535174,80.20611229566454,-1,1
cesare casadei,Central Midfield,18.0,22/23,inter,chelsea,1000000.0,14860000.0,0.0,0.0,26.92044168331367,26.27204884667572,0,0
cheick doucoure,Defensive Midfield,21.0,22/23,lens,crystal palace,15000000.0,22600000.0,0.0,0.0,80.34767165949738,78.51812366737741,2,1
cheikhou kouyate,Defensive Midfield,31.0,22/23,crystal palace,nott'm forest,4000000.0,0.0,0.0,0.0,42.98196792178221,56.75195451314855,-2,1
christian eriksen,Attacking Midfield,29.0,22/23,brentford,man utd,20000000.0,0.0,0.0,0.0,38.984394704651095,23.400852878464825,4,1
munir el haddadi,Attacking Midfield,25.0,22/23,sevilla fc,getafe,8000000.0,0.0,0.0,0.0,14.483822570972972,23.00995024875622,-1,0
isco,Attacking Midfield,29.0,22/23,real madrid,sevilla fc,7500000.0,0.0,0.0,0.0,26.2148528144758,18.63894811656006,-1,0
remy cabella,Attacking Midfield,31.0,22/23,montpellier,lille,6500000.0,0.0,0.0,0.0,26.64048305569544,7.67590618336887,1,0
carlos soler,Central Midfield,24.0,22/23,valencia,paris sg,50000000.0,18000000.0,0.0,0.0,51.50517105781847,69.66950959488274,2,0
carney chukwuemeka,Central Midfield,17.0,22/23,aston villa,chelsea,6000000.0,18000000.0,0.0,0.0,17.138604061218917,15.760483297796732,2,0
casemiro,Defensive Midfield,29.0,22/23,real madrid,man utd,40000000.0,70650000.0,0.0,0.0,71.66010719087018,70.9132906894101,0,1
milos pantovic,Attacking Midfield,26.0,22/23,vfl bochum,union berlin,2200000.0,0.0,0.0,0.0,40.98895755457241,51.847903340440666,0,0
james garner,Defensive Midfield,20.0,22/23,man utd,everton,7000000.0,10400000.0,0.0,0.0,73.80588748784746,91.8265813788202,-2,0
salis abdul samed,Defensive Midfield,21.0,22/23,clermont foot,lens,3000000.0,5000000.0,0.0,0.0,55.95093385093349,68.35465529495382,0,1
idrissa gueye,Defensive Midfield,32.0,22/23,paris sg,everton,12000000.0,4000000.0,0.0,0.0,49.18055978939429,44.866576209859794,-2,1
mikkel damsgaard,Attacking Midfield,21.0,22/23,sampdoria,brentford,15000000.0,15000000.0,0.0,0.0,26.86810018479472,18.42572850035537,-2,1
janik haberer,Central Midfield,27.0,22/23,freiburg,union berlin,3500000.0,0.0,0.0,0.0,28.22274885602576,39.6410803127221,-2,0
mehdi bourabia,Central Midfield,29.0,22/23,sassuolo,spezia,900000.0,1650000.0,0.4631,0.7455317139001351,21.84920160738472,10.749822316986496,-2,0
henrikh mkhitaryan,Central Midfield,32.0,22/23,roma,inter,8000000.0,0.0,0.0,0.0,59.38133356397508,68.72778962331202,0,1
naouirou ahamada,Central Midfield,19.0,22/23,stuttgart,crystal palace,5500000.0,12000000.0,0.0,0.0,26.715534946206507,29.764157081794256,0,0
corentin tolisso,Central Midfield,26.0,22/23,bayern munich,lyon,15000000.0,0.0,0.0,0.0,38.08495978249727,24.92892679459844,0,1
grischa promel,Central Midfield,26.0,22/23,union berlin,hoffenheim,7500000.0,0.0,0.0,0.0,44.29088246054799,65.35181236673775,2,0
jean-paul boetius,Attacking Midfield,27.0,22/23,mainz,hertha bsc,4000000.0,0.0,0.0,0.0,47.52554307413061,61.531627576403714,0,0
jesse lingard,Attacking Midfield,28.0,22/23,man utd,nott'm forest,18000000.0,0.0,0.0,0.0,19.4505223784944,21.517412935323385,-4,0
jimmy cabot,Right Midfield,28.0,22/23,angers,lens,5000000.0,2000000.0,0.0,0.0,51.88776641675843,50.58098992906091,-1,1
matteo guendouzi,Central Midfield,22.0,22/23,arsenal,marseille,25000000.0,11000000.0,0.2759,0.1532574178163856,78.2531378142221,86.1407249466951,0,1
brais mendez,Attacking Midfield,24.0,22/23,celta vigo,real sociedad,18000000.0,14000000.0,0.0,0.0,66.45938421551878,83.20895522388061,0,1
brandon soppy,Right Midfield,19.0,22/23,udinese,atalanta,5000000.0,9900000.0,0.0,0.0,24.26252418876394,41.40014214641081,1,1
nemanja matic,Defensive Midfield,32.0,22/23,man utd,roma,5000000.0,0.0,0.0,0.0,48.0185547591839,43.90547263681593,0,1
rolando mandragora,Defensive Midfield,24.0,22/23,juventus,fiorentina,10000000.0,8200000.0,0.3662,0.3729212790039615,42.512785922890856,40.65387348969439,-2,0
billy gilmour,Defensive Midfield,20.0,22/23,chelsea,brighton,12000000.0,8300000.0,0.3561,0.4834668016194332,50.36173255707247,51.56361051883441,-2,1
boubacar kamara,Defensive Midfield,21.0,22/23,marseille,aston villa,25000000.0,0.0,0.0,0.0,75.62876822622536,76.27931769722815,-2,1
giulio maggiore,Central Midfield,23.0,22/23,spezia,salernitana,8500000.0,3500000.0,0.0,0.0,51.20607233281295,77.96730632551528,0,0
mattias svanberg,Central Midfield,22.0,22/23,bologna,wolfsburg,15000000.0,9500000.0,0.0,0.0,50.60411918029617,75.67519545131486,0,1
matias vecino,Central Midfield,29.0,22/23,inter,lazio,3500000.0,0.0,0.0,0.0,28.233396124545465,22.83226723525232,-1,0
rodrigo zalazar,Central Midfield,21.0,22/23,frankfurt,fc schalke 04,3500000.0,1500000.0,0.0,0.0,26.715534946206507,29.764157081794256,0,0
jonjo shelvey,Central Midfield,29.0,22/23,newcastle,nott'm forest,7000000.0,6500000.0,0.0,0.0,45.409880636287234,53.30490405117271,-2,1
jordan veretout,Central Midfield,28.0,22/23,roma,marseille,17000000.0,12450000.0,0.0,0.0,64.84694379080422,72.31698649609099,0,1
jorginho,Defensive Midfield,29.0,22/23,chelsea,arsenal,35000000.0,11300000.0,0.0,0.0,69.1931446942626,63.361762615493966,0,0
genki haraguchi,Attacking Midfield,30.0,22/23,union berlin,stuttgart,2000000.0,1000000.0,0.0,0.0,42.4905391396562,57.33830845771145,2,0
aurelien tchouameni,Defensive Midfield,21.0,22/23,monaco,real madrid,60000000.0,80000000.0,0.0,0.0,85.14789623721288,79.45984363894813,1,1
axel witsel,Defensive Midfield,32.0,22/23,dortmund,atlético,4000000.0,0.0,0.0,0.0,50.77936773162726,58.75977256574273,0,1
aymen barkok,Attacking Midfield,23.0,22/23,frankfurt,mainz,1800000.0,0.0,0.0,0.0,11.892717900288195,5.561478322672354,0,0
azzedine ounahi,Central Midfield,21.0,22/23,angers,marseille,15000000.0,8000000.0,0.0,0.0,44.28257163504145,57.977967306325525,3,1
julian baumgartlinger,Defensive Midfield,33.0,22/23,leverkusen,augsburg,800000.0,0.0,0.0,0.0,25.68523420324024,5.756929637526652,-2,0
thomas mangani,Central Midfield,34.0,22/23,angers,ajaccio,600000.0,0.0,0.0,0.0,63.202459778465936,67.0042643923241,-1,0
arne maier,Central Midfield,22.0,22/23,hertha bsc,augsburg,5500000.0,5000000.0,0.3107,0.1990964912280701,41.674871585253136,57.6403695806681,0,0
fabio carvalho,Attacking Midfield,18.0,22/23,fulham,liverpool,12000000.0,9400000.0,0.0,0.0,39.96499320341479,32.98362085675519,3,0
orel mangala,Defensive Midfield,23.0,22/23,stuttgart,nott'm forest,15000000.0,13000000.0,0.0,0.0,36.03341215478222,56.325515280739175,-2,1
oriol romeu,Defensive Midfield,29.0,22/23,southampton,girona,5000000.0,5500000.0,0.0,0.0,68.32203890274408,80.15280739161338,-1,1
franck kessie,Central Midfield,24.0,22/23,ac milan,barcelona,45000000.0,0.0,0.0,0.0,56.70185340030565,66.11584932480456,0,1
frank anguissa,Central Midfield,25.0,22/23,fulham,napoli,30000000.0,16000000.0,0.1727,0.2553157894736842,61.17880996189403,50.375775562342746,3,1
mario lemina,Defensive Midfield,27.0,22/23,nice,wolves,7000000.0,11000000.0,0.0,0.0,55.08379541004358,62.7043354655295,-1,1
kalvin phillips,Defensive Midfield,25.0,22/23,leeds united,man city,50000000.0,49000000.0,0.0,0.0,45.71119379152336,43.19474058280029,4,1
antonin barak,Attacking Midfield,26.0,22/23,hellas verona,fiorentina,12000000.0,7860000.0,0.0,0.0,52.2582355902009,64.23240938166312,1,0
marc roca,Defensive Midfield,24.0,22/23,bayern munich,leeds united,7000000.0,12000000.0,0.0,0.0,27.430243636121663,13.308457711442788,-4,1
tommaso milanese,Central Midfield,19.0,22/23,roma,cremonese,2000000.0,750000.0,0.0,0.0,47.17218193097239,70.1314854299929,-4,0
tomas rincon,Defensive Midfield,33.0,22/23,torino,sampdoria,1000000.0,0.0,0.3807,0.0743824561403508,36.36557862345022,44.349680170575695,0,0
tyler adams,Defensive Midfield,22.0,22/23,leipzig,leeds united,17000000.0,17000000.0,0.0,0.0,44.193417462645264,44.59843638948117,-4,1
unai lopez,Central Midfield,25.0,22/23,bilbao athletic,rayo vallecano,4000000.0,0.0,0.0,0.0,38.58229376978289,45.55792466240228,-1,0
remo freuler,Central Midfield,29.0,22/23,atalanta,nott'm forest,20000000.0,8300000.0,0.0,0.0,69.88390339946972,64.60554371002132,-3,0
florent mollet,Attacking Midfield,29.0,22/23,fc schalke 04,nantes,2500000.0,1500000.0,0.0,0.0,50.72560625571212,75.35536602700782,0,0
florent mollet,Attacking Midfield,29.0,22/23,montpellier,fc schalke 04,6000000.0,500000.0,0.0,0.0,50.71338475525821,75.35536602700782,0,0
kevin stoger,Attacking Midfield,27.0,22/23,mainz,vfl bochum,1600000.0,0.0,0.0,0.0,40.00500524099542,48.15776739403288,-2,0
mamadou coulibaly,Central Midfield,22.0,22/23,udinese,salernitana,2500000.0,3000000.0,0.4922,0.0,26.13801566893846,22.850035536602704,-2,0
andreas pereira,Attacking Midfield,25.0,22/23,man utd,fulham,7500000.0,9500000.0,0.0,0.0,44.97301303392371,50.375775562342746,-3,1
angelo fulgini,Attacking Midfield,24.0,22/23,angers,mainz,12000000.0,6000000.0,0.0,0.0,56.2626760649896,80.65031982942432,1,0
ante palaversa,Defensive Midfield,22.0,22/23,man city,troyes,1500000.0,0.0,0.0,0.0,37.21800924512981,32.98362085675519,-4,0
filip djuricic,Attacking Midfield,30.0,22/23,sassuolo,sampdoria,4000000.0,0.0,0.0,0.0,40.88534252609167,51.19718865987523,0,0
filip kostic,Left Midfield,30.0,22/23,frankfurt,juventus,24000000.0,14700000.0,0.0,0.0,45.43518883244534,48.15776739403288,2,1
andrea colpani,Attacking Midfield,22.0,22/23,atalanta,monza,2400000.0,11000000.0,0.2926,0.0,40.31990213276335,59.7903340440654,-3,0
fabian ruiz,Central Midfield,26.0,22/23,napoli,paris sg,55000000.0,22500000.0,0.0,0.0,39.90744964803241,46.2040447115074,0,1
paul pogba,Central Midfield,28.0,22/23,man utd,juventus,48000000.0,0.0,0.0,0.0,43.84295223831733,39.83653162757641,0,0
leander dendoncker,Defensive Midfield,26.0,22/23,wolves,aston villa,28000000.0,15000000.0,0.0,0.0,42.85531573585322,60.07462686567165,1,0
vlad chiriches,Defensive Midfield,31.0,22/23,sassuolo,cremonese,1800000.0,2000000.0,0.0,0.0,42.57229834795667,48.49680170575694,-2,0
amadou onana,Defensive Midfield,19.0,22/23,lille,everton,10000000.0,39870000.0,0.0,0.0,41.19879444064278,54.24662402274343,-1,1
ander herrera,Central Midfield,31.0,22/23,paris sg,bilbao athletic,4000000.0,0.0,0.0,0.0,48.58230151850401,35.039090262970866,-2,1
